name,location,price,area,time,link_url,total_price,price_per_square,Dien_Tich,Mat_Tien
"Bán đất 72m² Xuân Nộn Đông Anh, MT 4.25m, ngõ thông ô tô, gần trục chính KD, giá đầu tư","Xã Xuân Nộn, Đông Anh, Hà Nội","59,5 triệu/m² ~4,28 tỷ",72 m² Mặt tiền 4.25 m,06/10/2025,"https://batdongsan.com.vn/ban-dat-xa-xuan-non/ban-72m-dong-anh-mt-4-25m-ngo-thong-o-to-gan-truc-chinh-kd-gia-dau-tu-pr44116411
","4,28 tỷ","59,5 triệu/m² ",72 m²,4.25 m
"Chính chủ bán 5 CH: 1PN + 3.3 tỷ, 2PN 55m 4.3 tỷ, 2PN + 1 64m 5 tỷ The Sola Park KĐT Vinhomes Smart","Dự án Imperia Sola Park, Phường Tây Mỗ, Nam Từ Liêm, Hà Nội","5 tỷ ~78,12 triệu/m²",64 m²,2025,"https://batdongsan.com.vn/ban-can-ho-chung-cu-phuong-tay-mo-prj-imperia-sola-park/chinh-chu-ban-5-ch-1pn-3-3-ty-2pn-55m-4-3-ty-2pn-1-64m-5-ty-the-kdt-vinhomes-smart-pr44283822
",5 tỷ ,"78,12 triệu/m²",64 m²,
"Phân lô vỉa hè Song Phương 6.2 tỷ, 48m2, sẵn sổ, cạnh ĐL Thăng Long, ga Metro","Đường Đại lộ Thăng Long, Xã Song Phương, Hoài Đức, Hà Nội","6,2 tỷ ~129,17 triệu/m²",48 m² Mặt tiền 3.15 m,14/10/2025,"https://batdongsan.com.vn/ban-dat-duong-dai-lo-thang-long-xa-song-phuong-1/phan-via-he-6-ty-48m2-san-so-canh-dlthang-ng-ga-metro-pr44255978
","6,2 tỷ ","129,17 triệu/m²",48 m²,3.15 m
Bán căn hộ Viha Complex Viha Leciva 107 Nguyễn Tuân giá tốt nhất thị trường cập nhật liên tục 24/24,"Viha Complex, 107, Đường Nguyễn Tuân, Phường Thanh Xuân Trung, Thanh Xuân, Hà Nội","92 triệu/m² ~6,62 tỷ",72 m²,2025,"https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-nguyen-tuan-phuong-thanh-xuan-trung-prj-viha-complex/quy-ngoai-giao-du-an-leciva-cam-ket-re-nhat-cap-nhat-24-24-pr41967566
","6,62 tỷ",92 triệu/m² ,72 m²,
Quỹ căn hộ bán độc quyền giá rẻ chung cư Sunshine City Ciputra - Liên hệ em Hoàng: 0965 100 ***,"Dự án Sunshine City, Phường Đông Ngạc, Bắc Từ Liêm, Hà Nội","7 tỷ ~71,43 triệu/m²",98 m²,2025,"https://batdongsan.com.vn/ban-can-ho-chung-cu-phuong-dong-ngac-prj-sunshine-city/quy-ban-doc-quyen-gia-re-ciputra-lien-he-em-ang-pr43443661
",7 tỷ ,"71,43 triệu/m²",98 m²,
"Chính chủ bán 5 CH: 1PN + 3.3 tỷ, 2PN 55m 4.3 tỷ, 2PN + 1 64m 5 tỷ The Sola Park KĐT Vinhomes Smart","Dự án Imperia Sola Park, Phường Tây Mỗ, Nam Từ Liêm, Hà Nội","5 tỷ ~78,12 triệu/m²",64 m²,2025,"https://batdongsan.com.vn/ban-can-ho-chung-cu-phuong-tay-mo-prj-imperia-sola-park/chinh-chu-ban-5-ch-1pn-3-3-ty-2pn-55m-4-3-ty-2pn-1-64m-5-ty-the-kdt-vinhomes-smart-pr44283822
",5 tỷ ,"78,12 triệu/m²",64 m²,
"CC bán 10 CH : studio 2.5 tỷ, 1Pn+ 3.65 tỷ , 2Pn 4.5 tỷ , 2PN+1 5 tỷ kđt Vinhomes Smart City Tây Mỗ","Dự án The Sapphire-Vinhomes Smart City, Phường Tây Mỗ, Nam Từ Liêm, Hà Nội","5 tỷ ~78,12 triệu/m²",64 m²,2025,"https://batdongsan.com.vn/ban-can-ho-chung-cu-phuong-tay-mo-prj-the-sapphire-vinhomes-smart-city/quy-chuyen-nhuong-1pn-2pn-3pn-4pn-gia-tot-khong-chenh-kdt-city-pr43959938
",5 tỷ ,"78,12 triệu/m²",64 m²,
"Bán gấp căn 2PN + , diện tích 62,3m2, 5.3 tỷ bao phí, Masteri West Heights (nhà mới 100%)","Dự án Masteri West Heights, Phường Tây Mỗ, Nam Từ Liêm, Hà Nội","5,3 tỷ ~85,07 triệu/m²","62,3 m²",2025,"https://batdongsan.com.vn/ban-can-ho-chung-cu-phuong-tay-mo-prj-masteri-west-heights/ban-gap-2pn-dien-tich-62-3m2-5-3-ty-bao-phi-nha-moi-100-pr44177567
","5,3 tỷ ","85,07 triệu/m²","62,3 m²",
CHÍNH CHỦ cần bán gấp căn 2PN góc Đông Nam giá tốt nhất Vin Ocean Park. Tòa Beverly,"Vinhomes Ocean Park Gia Lâm, Xã Dương Xá, Gia Lâm, Hà Nội","5,2 tỷ ~69,33 triệu/m²",75 m²,2025,"https://batdongsan.com.vn/ban-can-ho-chung-cu-xa-duong-xa-prj-vinhomes-ocean-park-gia-lam/chinh-chu-ban-gap-2pn-goc-dong-nam-tot-nhat-vin-toa-beverly-pr44277154
","5,2 tỷ ","69,33 triệu/m²",75 m²,
"Nóng hổi em Giang quỹ căn độc quyền, chiết khấu 10,5%, HTLS 0% trong 18th, quà tân gia may mắn","Dự án Imperial Plaza, Đường Giải Phóng, Phường Phương Liệt, Thanh Xuân, Hà Nội","7 tỷ ~97,22 triệu/m²",72 m²,2025,"https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-giai-phong-phuong-phuong-liet-prj-imperial-plaza/-nong-hoi-em-giang-pkd-chu-dau-tu-nhan-booking-toa-the-queen-chinh-sach-uu-dai-cuc-hap-dan-luon-pr43973841
",7 tỷ ,"97,22 triệu/m²",72 m²,
"Độc quyền quỹ căn CDT: 2PN/ 2+1 PN/ 3PN tầng đẹp, view thoáng, giá tốt nhất dự án Melody Linh Đàm","Dự án Hà Nội Melody Residences, Đường Bằng Liệt, Phường Hoàng Liệt, Hoàng Mai, Hà Nội","6,3 tỷ ~70,35 triệu/m²","89,55 m²",2025,"https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-bang-liet-phuong-hoang-liet-prj-ha-noi-melody-residences/truc-tiep-chu-dau-tu-2-3n-gia-re-nhat-linh-dam-view-chiet-khau-8-tang-vang-999-pr42746656
","6,3 tỷ ","70,35 triệu/m²","89,55 m²",
"Hot! Căn góc Tứ Hiệp Plaza full nội thất, ở ngay 3PN, 2VS. Giá chỉ nhỉnh 50 triệu/1m2","Dự án Tứ Hiệp Plaza, Xã Tứ Hiệp, Thanh Trì, Hà Nội","52 triệu/m² ~6,5 tỷ",125 m²,2025,"https://batdongsan.com.vn/ban-can-ho-chung-cu-xa-tu-hiep-prj-tu-hiep-plaza/hot-goc-full-noi-that-o-ngay-3pn-2vs-gia-chi-nhinh-50trieu-1m2-pr44107814
","6,5 tỷ",52 triệu/m² ,125 m²,
"The Senique - Chính Chủ bán căn 2PN góc 81,3m2 tòa Sen 1 hướng TB, đơn giá chỉ 75tr/m2 đã có HĐMB","Dự án Chung cư The Senique Hanoi , Xã Dương Xá, Gia Lâm, Hà Nội","6,1 tỷ ~75,03 triệu/m²","81,3 m²",2025,"https://batdongsan.com.vn/ban-can-ho-chung-cu-xa-duong-xa-prj-chung-cu-the-senique-hanoi/-chinh-chu-ban-2pn-goc-81-3m2-toa-sen-1-huong-tb-don-gia-chi-75tr-m2-da-co-hdmb-pr44205935
","6,1 tỷ ","75,03 triệu/m²","81,3 m²",
"Em chính chủ bán căn 97m2 toà Park 2 tầng đẹp nhất dự án, căn em mua để ở nên hoàn thiện rất kỹ","Dự án Eurowindow River Park, Đường 5, Xã Đông Hội, Đông Anh, Hà Nội","5,92 tỷ ~61,03 triệu/m²",97 m²,2025,"https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-5-xa-dong-hoi-prj-eurowindow-river-park/em-chinh-chu-ban-97m2-toa-2-tang-dep-nhat-du-an-em-mua-de-o-nen-hoan-thien-rat-ky-pr44188615
","5,92 tỷ ","61,03 triệu/m²",97 m²,
Hàng hiếm Căn hộ 3PN VIEW SÔNG Giá rẻ nhất The Paris diện tích 74m/80m 5.59 tỷ Vinhomes Oeanpark,"Dự án The Zurich - Vinhomes Ocean Park, Xã Đa Tốn, Gia Lâm, Hà Nội","5,59 tỷ ~69,88 triệu/m²",80 m²,2025,"https://batdongsan.com.vn/ban-can-ho-chung-cu-xa-da-ton-prj-the-zurich-vinhomes-ocean-park/chinh-chu-ban-gap-1pn-36m-gia-i-2-4ty-hang-hiem-tai-vinmes-gia-lam-pr43755190
","5,59 tỷ ","69,88 triệu/m²",80 m²,
"Bán đất nền DA đẹp tại KĐTM Đại Kim - Định Công, Hoàng Mai, Hà Nội, từ 65-135 triệu/m2, 80-100m2","KĐTM Đại Kim - Định Công, Phố Trần Điền, Phường Đại Kim, Hoàng Mai, Hà Nội","65 triệu/m² ~5,2 tỷ",80 m²,2025,"https://batdongsan.com.vn/ban-dat-nen-du-an-pho-tran-dien-phuong-dai-kim-prj-khu-do-thi-moi-dai-kim-dinh-cong/ban-biet-thu-dep-tai-kdtm-hoang-mai-ha-noi-65-trieu-m2-80m2-pr41776919
","5,2 tỷ",65 triệu/m² ,80 m²,
"chỉ 136 triệu/m² nhà Vĩnh Hưng 4 tầng mới cứng 5 phòng ngủ, cách ô tô 30m - sđcc - ở ngay","Đường Nguyễn Khoái, Phường Vĩnh Hưng, Hoàng Mai, Hà Nội","6 tỷ ~136,36 triệu/m²",44 m² Mặt tiền 4 m,2025,"https://batdongsan.com.vn/ban-nha-rieng-duong-nguyen-khoai-phuong-vinh-hung-2/chi-136-trieu-m-4-tang-moi-cung-5-phong-ngu-cach-o-to-30m-sdcc-o-ngay-pr44292109
",6 tỷ ,"136,36 triệu/m²",44 m²,4 m
"Trưởng phòng kinh doanh bán gấp quỹ căn chuyển nhượng 423 Minh Khai 2PN, LH xem nhà 0913 484 ***","Imperia Sky Garden, 423, Đường Minh Khai, Phường Vĩnh Tuy, Hai Bà Trưng, Hà Nội","6 tỷ ~80,18 triệu/m²","74,83 m²",2025,"https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-minh-khai-phuong-vinh-tuy-prj-imperia-sky-garden/-ban-gap-quy-chuyen-nhuong-423-2pn-3pn-lh-xem-nha-truc-tiep-091348-40-47-pr25522422
",6 tỷ ,"80,18 triệu/m²","74,83 m²",
"CẬP NHẬT 5 TÒA Y4,Y5,M1,M2,M3 CHUYỂN NHƯỢNG MIK CỔ LOA (CÓ QUỸ BANK GIẢM 4%) 24/7 ,0917 136 ***","Dự án Imperia Signature Cổ Loa, Xã Đông Hội, Đông Anh, Hà Nội","95 triệu/m² ~6,46 tỷ",68 m²,2025,"https://batdongsan.com.vn/ban-can-ho-chung-cu-xa-dong-hoi-prj-imperia-signature-co-loa/cap-nhat-24-07-chuyen-nhuong-mik-toa-y4-y5-m1-m2-m3-cam-ket-gia-tot-pr44008451
","6,46 tỷ",95 triệu/m² ,68 m²,
NHỈNH 5TỶ 364M2 FULL THỔ CƯ ĐẤT ĐẤU GIÁ HOÀNG VĂN THỤ CHƯƠNG MỸ HÀ NỘI,"21A, Hoàng Văn Thụ, Chương Mỹ, Hà Nội","5,1 tỷ ~14,01 triệu/m²",364 m² Mặt tiền 20 m,2025,"https://batdongsan.com.vn/ban-dat-duong-21a-xa-hoang-van-thu-5/4-x-ty-364m2-full-tho-cu-dau-gia-chuong-my-ha-noi-pr44006150
","5,1 tỷ ","14,01 triệu/m²",364 m²,20 m
"Gia đình cần tiền bán gấp mảnh đất 14,5triệu/m2 mặt đường lớn rẻ hơn khu vực","Phú Mãn, Quốc Oai, Hà Nội","14,5 triệu/m² ~5,8 tỷ",400 m² Mặt tiền 15 m,2025,"https://batdongsan.com.vn/ban-dat-xa-phu-man/gia-dinh-can-tien-ban-gap-manh-mat-duong-lon-re-hon-khu-vuc-15-trieu-m2-pr43031468
","5,8 tỷ","14,5 triệu/m² ",400 m²,15 m
Chính chủ cắt lỗ căn 07B vs 01B dự án Bluegem Tower,"BlueGem Tower, Nguyễn Bặc, Tứ Hiệp, Thanh Trì, Hà Nội","6,3 tỷ ~66,32 triệu/m²",95 m²,2025,"https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-nguyen-bac-1-xa-tu-hiep-prj-bluegem-tower/chinh-chu-cat-lo-07b-vs-01b-du-an-tower-pr44284641
","6,3 tỷ ","66,32 triệu/m²",95 m²,
"Bán gấp quỹ căn độc quyền rẻ 1PN/2PN/3PN, view đẹp, dự án Kepler - L/h: 0866 836 ***","Dự án Tháp đôi Kepler Land, Phường Mỗ Lao, Hà Đông, Hà Nội","7,6 tỷ ~89,62 triệu/m²","84,8 m²",2025,"https://batdongsan.com.vn/ban-can-ho-chung-cu-phuong-mo-lao-prj-thap-doi-kepler-land/ban-suat-ngoai-giao-goc-c09-tang-dep-84-5-m2-2pn-2vs-gia-chi-8x-trieu-m2-pr43576875
","7,6 tỷ ","89,62 triệu/m²","84,8 m²",
"Bán gấp căn 3PN - DT 80.1m2, 7.3 tỷ, tòa B Vinhomes Marteri West Heights Tây Mỗ","Dự án Masteri West Heights, Phường Tây Mỗ, Nam Từ Liêm, Hà Nội","7,3 tỷ ~91,14 triệu/m²","80,1 m²",2025,"https://batdongsan.com.vn/ban-can-ho-chung-cu-phuong-tay-mo-prj-masteri-west-heights/chinh-chu-ban-gap-3pn-dt-80-1m2-toa-b-vinhomes-marteri-7-3-ty-pr44082319
","7,3 tỷ ","91,14 triệu/m²","80,1 m²",
"Lumiere Orient Pearl: Độc quyền quỹ VIP 2PN - 3PN view đẹp giá tốt, CK cao. LH 0862 200 ***","Dự án Lumière Orient Pearl, Thị trấn Trâu Quỳ, Gia Lâm, Hà Nội","9,2 tỷ ~96,74 triệu/m²","95,1 m²",2025,"https://batdongsan.com.vn/ban-can-ho-chung-cu-thi-tran-trau-quy-prj-lumiere-orient-pearl/re-dep-nhat-tai-bayfront-ngoai-giao-1n-2n-3n-view-om-tron-dao-ngoc-trai-bien-ho-pr43917658
","9,2 tỷ ","96,74 triệu/m²","95,1 m²",
"Hot. Độc quyền quỹ căn đẹp nhất chung cư Sun Cầu Giấy, hàng CĐT và hàng ngoại giao chiết khấu cao","Dự án Sun Feliza Suites, Đường Phạm Hùng, Phường Dịch Vọng Hậu, Cầu Giấy, Hà Nội","9,6 tỷ ~137,14 triệu/m²",70 m²,2025,"https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-pham-hung-phuong-dich-vong-hau-prj-sun-feliza-suites/-hot-doc-quyen-quy-dep-nhat-cau-giay-hang-cdt-va-hang-ngoai-giao-chiet-khau-cao-pr44288658
","9,6 tỷ ","137,14 triệu/m²",70 m²,
Quỹ căn hộ bán độc quyền giá rẻ chung cư Sunshine City Ciputra - Liên hệ em Hoàng: 0965 100 ***,"Dự án Sunshine City, Phường Đông Ngạc, Bắc Từ Liêm, Hà Nội","7 tỷ ~71,43 triệu/m²",98 m²,2025,"https://batdongsan.com.vn/ban-can-ho-chung-cu-phuong-dong-ngac-prj-sunshine-city/quy-ban-doc-quyen-gia-re-ciputra-lien-he-em-ang-pr43443661
",7 tỷ ,"71,43 triệu/m²",98 m²,
"FULL BẢNG GIÁ, CSBH DỰ ÁN THE QUEEN 360 GIẢI PHÓNG, CHIẾT KHẤU ĐẾN 10,5%, GIÁ CHỈ TỪ 7,X TỶ/CĂN","The Queen, Đường Giải Phóng, Phường Phương Liệt, Thanh Xuân, Hà Nội","8 tỷ ~88,89 triệu/m²",90 m²,2025,"https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-giai-phong-phuong-phuong-liet-prj-the-queen/full-bang-gia-csbh-du-an-360-chiet-khau-den-10-5-gia-chi-tu-7-x-ty-can-pr44284377
",8 tỷ ,"88,89 triệu/m²",90 m²,
"HOT! Suất ngoại giao CH 2PN, 3PN, 4PN tầng đẹp 12,16;18,20,28,35 tại tòa F2,F3,F5 Sun Feliza Suites","Dự án Sun Feliza Suites, Đường Phạm Hùng, Phường Dịch Vọng Hậu, Cầu Giấy, Hà Nội","8,5 tỷ ~123,19 triệu/m²",69 m²,2025,"https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-pham-hung-phuong-dich-vong-hau-prj-sun-feliza-suites/hot-suat-ngoai-giao-ch-2pn-3pn-4pn-tang-dep-12-16-18-20-28-35-tai-toa-f2-f3-f5-suites-pr44250347
","8,5 tỷ ","123,19 triệu/m²",69 m²,
Đừng bỏ lỡ cơ hội đầu tư vàng tại dự án Lancaster Luminaire 1152 Đường Láng - Gọi ngay : 0833 679 ***,"Lancaster Luminaire, Láng, Láng Thượng, Đống Đa, Hà Nội","7,5 tỷ ~166,67 triệu/m²",45 m²,2025,"https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-lang-phuong-lang-thuong-prj-lancaster-luminaire/dung-bo-lo-co-hoi-dau-tu-vang-tai-du-an-1152-goi-ngay-pr44282931
","7,5 tỷ ","166,67 triệu/m²",45 m²,
Bán liền kề biệt thự dự án Phú Thị Riverside trực tiếp chủ đầu tư LH em Thuỷ 0903 289 ***,"Phú Thị Riverside, Xã Phú Sơn, Gia Lâm, Hà Nội","9,8 tỷ ~132,79 triệu/m²","73,8 m² Mặt tiền 5 m",2025,"https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-xa-phu-son_1-prj-phu-thi-riverside/ban-du-an-truc-tiep-chu-dau-tu-lh-em-y-pr43470018
","9,8 tỷ ","132,79 triệu/m²","73,8 m²",5 m
"Bán 3 ngủ 121m2 GOLDMARK CITY 136 Hồ Tùng Mậu, Hà Nội","Goldmark City, Đường Hồ Tùng Mậu, Phường Phú Diễn, Bắc Từ Liêm, Hà Nội","9,8 tỷ ~80,99 triệu/m²",121 m²,2025,"https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-ho-tung-mau-phuong-phu-dien-prj-goldmark-city/ban-3-ngu-121m2-136-ha-noi-pr44276155
","9,8 tỷ ","80,99 triệu/m²",121 m²,
"Trực Tiếp CĐT Mở Bán Căn Hộ 2PN. 3PN với dt 76m. 82m. 102m.. giá bán 7,4tỷ và 8tỷ. Ck10,5%","The Queen, Đường Giải Phóng, Phường Phương Liệt, Thanh Xuân, Hà Nội","7,4 tỷ ~97,37 triệu/m²",76 m²,2025,"https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-giai-phong-phuong-phuong-liet-prj-the-queen/truc-tiep-cdt-mo-ban-2pn-3pn-voi-dt-72-9m-82-6m-102m-gia-ban-7ty-va-8ty-ck10-5-pr44274246
","7,4 tỷ ","97,37 triệu/m²",76 m²,
"Chính chủ cần bán lô góc 6 tầng thang máy Định Công 31m2 mặt tiền 3.3m 8,85 tỷ","Đường Định Công, Phường Định Công, Hoàng Mai, Hà Nội","8,85 tỷ ~285,48 triệu/m²",31 m² Mặt tiền 3.3 m,12/10/2025,"https://batdongsan.com.vn/ban-nha-rieng-duong-dinh-cong-phuong-dinh-cong/chinh-chu-can-ban-lo-goc-6-tang-thang-may-31m2-mat-tien-3-3m-8-85-ty-pr44094857
","8,85 tỷ ","285,48 triệu/m²",31 m²,3.3 m
Em duyên chuyên quỹ căn 2 - 3PN chung cư Mipec Rubik 360 Xuân Thuỷ! Bao giá tốt nhất thị trường,"Mipec Rubik 360, Đường Xuân Thủy, Phường Dịch Vọng Hậu, Quận Cầu Giấy, Hà Nội","10 tỷ ~129,03 triệu/m²","77,5 m²",2025,"https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-xuan-thuy-phuong-dich-vong-hau-prj-mipec-rubik-360/em-duyen-chuyen-quy-2-3pn-360-bao-gia-tot-nhat-thi-truong-pr44269601
",10 tỷ ,"129,03 triệu/m²","77,5 m²",
"Chỉ từ 7,xtỷ sở hữu ngay CH tại dự án The Queen 360 Giải Phóng chiết khấu 10,5%, HTLS 0% 18 tháng","The Queen, 360, Đường Giải Phóng, Phường Phương Liệt, Thanh Xuân, Hà Nội","7,3 tỷ ~96,05 triệu/m²",76 m²,2025,"https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-giai-phong-phuong-phuong-liet-prj-the-queen/quy-doc-quyen-cdt-du-an-360-nhan-booking-truoc-de-nhan-ck-khung-tu-cdt-pr43857208
","7,3 tỷ ","96,05 triệu/m²",76 m²,
"Bán Đất đẹp Đường Yên Lộ, Yên Nghĩa, Hà Đông, Hà Nội, 7,8 tỷ, 67 m2, Chính chủ, giá tốt ,2 mặt tiền","Đường Yên Lộ, Phường Yên Nghĩa, Hà Đông, Hà Nội","7,8 tỷ ~116,42 triệu/m²",67 m² Mặt tiền 6 m,2025,"https://batdongsan.com.vn/ban-dat-duong-yen-lo-phuong-yen-nghia-1/ban-dep-ha-dong-ha-noi-7-8-ty-67-m2-chinh-chu-gia-tot-2-mat-tien-pr44262958
","7,8 tỷ ","116,42 triệu/m²",67 m²,6 m
"Nóng hổi em Giang quỹ căn độc quyền, chiết khấu 10,5%, HTLS 0% trong 18th, quà tân gia may mắn","Dự án Imperial Plaza, Đường Giải Phóng, Phường Phương Liệt, Thanh Xuân, Hà Nội","7 tỷ ~97,22 triệu/m²",72 m²,2025,"https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-giai-phong-phuong-phuong-liet-prj-imperial-plaza/-nong-hoi-em-giang-pkd-chu-dau-tu-nhan-booking-toa-the-queen-chinh-sach-uu-dai-cuc-hap-dan-luon-pr43973841
",7 tỷ ,"97,22 triệu/m²",72 m²,
"Chính chủ bán nhà 5 tầng ô tô tránh ngõ 205 Xuân Đỉnh 31m², full nội thất, sổ đỏ 7.8 tỷ","Ngách 102, ngõ 205,Xuân Đỉnh, Bắc Từ Liêm, Hà Nội","7,8 tỷ ~251,61 triệu/m²",31 m² Mặt tiền 5.3 m,2025,"https://batdongsan.com.vn/ban-nha-rieng-duong-xuan-dinh-phuong-xuan-la/chinh-chu-ban-5-tang-o-to-tranh-ngo-205-31m-full-noi-that-so-do-7-8-ty-pr44257191
","7,8 tỷ ","251,61 triệu/m²",31 m²,5.3 m
"Trung tâm Hà Nội, ô tô tránh, đất tại 144 ngõ 56 Phố Thạch Cầu, 119 triệu / m2, 66.6 m2, giá rẻ","144 ngõ 56, Phố Thạch Cầu, Phường Long Biên, Long Biên, Hà Nội","119 triệu/m² ~7,92 tỷ","66,6 m² Mặt tiền 5 m",2025,"https://batdongsan.com.vn/ban-dat-pho-thach-cau-phuong-long-bien/ban-tai-144-ngo-56-115-trieu-m2-66-6-m2-gia-tot-uy-tin-pr43953450
","7,92 tỷ",119 triệu/m² ,"66,6 m²",5 m
Mua bán chung cư cao cấp giá rẻ Hà Nội Sunshine Garden cạnh Times City - Hai Bà Trưng - 0812 395 ***,"Dự án Sunshine Garden, Đường Dương Văn Bé, Phường Vĩnh Tuy, Hai Bà Trưng, Hà Nội","8,5 tỷ ~66,41 triệu/m²",128 m²,2025,"https://batdongsan.com.vn/ban-can-ho-chung-cu-duong-duong-van-be-phuong-vinh-tuy-prj-sunshine-garden/mua-ban-cao-cap-gia-re-ha-noi-quan-hai-ba-trung-lhe-em-pr39025009
","8,5 tỷ ","66,41 triệu/m²",128 m²,
Sunshine City Ciputra 10/2025: Giá rẻ hơn thị trường 300 triệu + giá tốt nhất+hỗ trợ vay ngân hàng,"Dự án Sunshine City, Phường Đông Ngạc, Bắc Từ Liêm, Hà Nội","9,2 tỷ ~92 triệu/m²",100 m²,2025,"https://batdongsan.com.vn/ban-can-ho-chung-cu-phuong-dong-ngac-prj-sunshine-city/danh-sach-quy-ciputra-4-2025-mua-o-dau-tu-gia-tot-nhat-tro-vay-ngan-hang-pr42740718
","9,2 tỷ ",92 triệu/m²,100 m²,
Quỹ Căn Liền Kề Biệt Thự Vinhomes Cổ Loa 15/10/2025 - Sở Hữu Lâu Dài,"Vinhomes Global Gate, Đường Cổ Loa, Xã Đông Hội, Đông Anh, Hà Nội","19 tỷ ~301,59 triệu/m²",63 m²,2025,"https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-co-loa-xa-dong-hoi-prj-vinhomes-global-gate/quy-can-15-10-2025-so-huu-lau-dai-pr44289240
",19 tỷ ,"301,59 triệu/m²",63 m²,
"CC bán nhà OTO 7 chỗ vào nhà-Ngõ Thông Kinh Doanh-Thang Máy,Xây Mới-Cuối 192 Lê Trọng Tấn","Đường Lê Trọng Tấn, Phường Định Công, Hoàng Mai, Hà Nội","13,8 tỷ ~306,67 triệu/m²",45 m² 6 tầng,2025,"https://batdongsan.com.vn/ban-nha-rieng-duong-le-trong-tan-phuong-dinh-cong/cc-ban-oto-7-cho-vao-ngo-thong-kinh-doanh-thang-may-xay-moi-cuoi-192-tan-pr44292781
","13,8 tỷ ","306,67 triệu/m²",45 m² 6 tầng,
"Bảng quỹ căn đẹp giá tốt dự án Vinhomes Cổ Loa trực tiếp CĐT Vinhomes - chỉ từ 18,5 tỷ/căn","Dự án Vinhomes Cổ Loa, Đường Cổ Loa, Xã Đông Hội, Đông Anh, Hà Nội","18,5 tỷ ~296 triệu/m²","62,5 m²",2025,"https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-co-loa-xa-dong-hoi-prj-vinhomes-global-gate/bang-quy-can-dep-gia-tot-du-an-truc-tiep-cdt-chi-tu-18-5-ty-can-pr43146615
","18,5 tỷ ",296 triệu/m²,"62,5 m²",
Cập nhật quỹ chuyển nhượng tháng 10/2025) Vinhomes Cổ Loa (sổ đỏ lâu dài) giá tốt nhất dự án,"Dự án Vinhomes Global Gate, Đường Cổ Loa, Xã Đông Hội, Đông Anh, Hà Nội","19 tỷ ~301,59 triệu/m²",63 m² Mặt tiền 5 m,2025,"https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-co-loa-xa-dong-hoi-prj-vinhomes-global-gate/-cap-nhat-quy-chuyen-nhuong-thang-8-so-do-lau-dai-gia-tot-nhat-du-an-pr43748294
",19 tỷ ,"301,59 triệu/m²",63 m²,5 m
"Quỹ căn độc quyền Noble Palace Tây Thăng Long, Hoàng Quốc Việt - giá 10,5 tỷ nhận nhà cuối năm 2025","Noble Palace Tây Thăng Long, Đường Tây Thăng Long, Xã Tân Lập, Đan Phượng, Hà Nội","10,5 tỷ ~190,91 triệu/m²",55 m² Mặt tiền 5 m,2025,"https://batdongsan.com.vn/ban-shophouse-nha-pho-thuong-mai-duong-tay-thang-long-xa-tan-lap-24-prj-noble-palace-tay-thang-long/quy-can-doc-quyen-hoang-quoc-viet-gia-10-5-ty-n-cuoi-nam-2025-pr44286993
","10,5 tỷ ","190,91 triệu/m²",55 m²,5 m
QUỸ CĂN CHUYỂN NHƯỢNG ĐỘC QUYỀN GIÁ RẺ CHUNG CƯ SUNSHINE GOLDEN RIVER TÂY HỒ - EM HOÀNG 0965 100 ***,"Sunshine Golden River, Phú Thượng, Tây Hồ, Hà Nội","14 tỷ ~113,82 triệu/m²",123 m²,2025,"https://batdongsan.com.vn/ban-can-ho-chung-cu-phuong-phu-thuong-1-prj-sunshine-golden-river/quy-chuyen-nhuong-doc-quyen-gia-re-tay-em-ang-pr43835274
",14 tỷ ,"113,82 triệu/m²",123 m²,
"Quỹ căn rẻ nhất Vinhomes Global Cổ Loa 63m2 giá 18.5 tỷ, 67.5m2 22 tỷ 75m2 25 tỷ, LH: 0931 186 ***","Dự án Vinhomes Global Gate, Đường Cổ Loa, Xã Đông Hội, Đông Anh, Hà Nội","18,5 tỷ ~293,65 triệu/m²",63 m² 5 tầng,2025,"https://batdongsan.com.vn/ban-nha-biet-thu-lien-ke-duong-co-loa-xa-dong-hoi-prj-vinhomes-global-gate/quy-can-re-nhat-vinhome-t10-2025-dien-tich-63m2-gia-chi-18-5-ty-lh-pr44146950
","18,5 tỷ ","293,65 triệu/m²",63 m² 5 tầng,
