text,label
"Subject: "" designing "" dialects

following appeared recent theater program : "" k . c . ligon ( dialects ) de signed dialects mccarter 's productions matchmaker , cat hot tin roof . . . . . "" ' ve never encountered term "" designed "" applied dialec ts dialect coaching theater . is common usage among linguistis ? sam glucksberg ( samg @ pucc . princeton . edu )
",1
"Subject: language evolution context

hello linguist - s ! am "" lurking "" ( proper ? ) conversations since , , being linguist myself , usually talk lot . first , teacher french language taiwan , must tell much feel listening list really brings lot . specially hold non-prescriptive view own language ( contrary , , majority teachers ( ? ) , certainly our embattled french ministre de la culture , mr toubon , lot france usually call mr . "" allgood "" : ) . was prompted write problem evolution languages . . . is far allusion mr . toubon opened message . . . seems obvious , ( apart phonological evolution ) language evolve , morpho-systactic level , acculturation , is , influence another , ( "" dominant "" ) language , historical times , close geographically , through commercial contacts ( modern times is another story - does mean "" close "" talk taiwan ? ) . matter is quite complicated has been mentionned far . . . first chinese case seems complicated specific : - is chinese "" isolat "" 4000 years ( quite interaction cultures , except bouddhist indian one , where gave rise quite specific "" sub-language "" , mainly phonetic transcription samskrit words adapted-on - purpose chinese characters , has little generic chinese , b - is feed-back ideographs , chinese language does n't evolve independantly writing since long , c - phonologic evolution spoken language is directly reflected onto writing system , builts upon own logic , is possible laws evolution different languages using alphabetic syllabic systems notation ( ? ) . : french is certainly influenced english internet , chinese day-to - day life ( point sometimes realise , while talking sister france phone , myself unthinkingly telling : "" j ' habite dans une petite hsiang derriere l ' ecole . "" ^ ^ ^ ^ ^ ^ ( live little hsiang behind school - - "" hsiang "" being chinese little alley connected main street ) . having apologize reexplain . . . mainly switch between languages , is little chance create own pidgin creole . . . many taiwanese ( min-nan ) speaking south island . . . does mean evolution depend education level - differential inside society according , , social class ? is probably "" critical mass effect "" ( france was turned chinese-dominant state . . . ) . is our idea "" homogeneity "" evolution vitiated pretention modern nation-states generate "" super-culture "" - through linguistic homogeneisation ? ) - am aware phenomenons resistance acculturative evolution ( conscious ) quebecquois telling , "" un hot-dog "" french , "" un chien chaud "" ( toubon being opinion marginal impedement natural evolution , whatever direction takes ) . . . - another exemple complexity those issue "" rigidification "" language facing threat . was given explanation was student kurdish , learnt language has common old persian "" ergative "" ( ? ) construction transitive verbs past tenses , was presented "" quite - passive "" construction . allow comparisons knowledgeable , explain little : , infix representing agent is appended end verb , while infix representing subject is appended after object , : mindal-eke sew - ek - y xuward - 0 ( - eke ek ( [ ^ e ] k ) being suffixes expressing definiteness ( eke = ) ( child-the apple-one - ate ) indefiniteness respectively ( ek = ) ) here , - y represents child , - 0 null infix ( is one apple ) , "" child ate apples "" : mindal-eke sew - ek - y xiward-n < - - - - "" - n "" : are several apples ( child-the apples-the - ate-them ) was told construct , was used old persian ( is still used variety persian spoken afghanistan , is archaic construction , characteristic periphery indo-iranian domain , is , kurdistan ( south-kurmandji , sorani-speaking part ) , among baluches , represents rigidification language due threat languages , ( languages domain periphery sometimes evolve slowly ) has disappeared standard modern persian . . . want is still considered true , though . ? guess are different levels evolution taking place simultaneously , contradictory ( phonology , vocabulary , syntax . . . ) . anyway , several reasons why difficult infer "" linear "" evolution languages ( whatever fascination feel read posts speaking modelisations 10 20 000 years back . . . ) anything else case-by - case basis ( does fact populations densities has obviously undergone dramatic change since , changing dynamics contacts . . . ? ? ? ? ) . resume questions : ascertain language has had reaction without having resort extra-linguistic implicit hypothesis : homogeneity through classes , identity evolution whatever number speakers ( lng-switching vs creolisation . . . ) , existence ( ) , type , evolution scripting system ( * * ) etc . . . ? told , am linguist , ( neither "" linguistician "" nor philologist : ) , hope did waste , thus getting community angry ( ack ! - terrible perspective ) . interested read . friendly , gerard gautier ( * * ) once , kurdish case point , uses three different scripting systems according place ( latin , arabo-persian , cyrillic north-kurmandji , latin arabo-persian sorani ) ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ wen-tzao school | \ | / / gerard gautier foreign languages | / \ \ | . . \ | \ | | _ _ > | _ / \ _ > o _ _ _ > kaohsiung - taiwan _ / _ / . . _ / ( _ s . . _ / gauier @ cc . nsysu . edu . tw ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~ ~
",1
"Subject: "" re

is quick note thank those sent information concerning ' / hold ' , etc . non - ie languages . am quite happy continue receiving information subject soon posting summary information received far . ask - especially those already sent information - languages others is connection between construction ' / possess ' perfect aspect / past tense , compulsion existence , even verb ' ' has ' hold ' . far , ' ve received information following languages : japanese basque , tamil , chinese hebrew dakota arabic finish austronesian languages papuan crow brazilian portuguese indo - european * ghebh ' ' > lat . habeo ' hold ' references works subject bernd heine , e . c . traugott , w . welmers kathleen carey . ' ll send exact references later final summary info ( excepting those wish remain anonymous ) next week . thanks again ! john peterson , kiel , germany , e-mail : gor05 @ rz . uni-kiel . d400 . de
",1
"Subject: summary quaker language

first , 'd thank those sent messages , ideas , sources , etc . was surprised number "" quaker linguists "" , append list benefit thereof : barbara _ birch @ csufresno . edu brian _ drayton @ terc . edu t720026 @ univscvm . csd . scarolina . edu lasersoh @ ling . rochester . edu raol @ unix . york . ac . uk harolds @ u . washington . edu ligo523 @ utxvms . cc . utexas . edu ' ve left someone , please excuse , write tell . love anecdotes , quotes , discussion , etc . following persons suggested sources , most frequent was richard bauman 's ( 1983 ) - let words few : symbolism speaking silence among 17th century quakers - ( cambridge : , c . u . p . ) . is source got started present study . keith walters tells prof . bauman is presently indiana university . presently hearing . keith walters told two quaker listservers , quaker - l quaker - p [ listserv @ uiucvmd . bitnet listserv @ vmd . cso . uiuc . edu ] things open avenues research . barbara birch is sending upcoming article international journal sociology language , "" quaker plain speech : policy linguistic divergence . "" alan davies told chapter - styles discourse - ( 1988 ) , n . coupland , ed ( croom helm ) , titled "" talking silence : ministry quaker meetings worship . "" richard ogden wrote york , england ( where quakerism got start ) , point differences between speech british american friends , amongst things . ron sutherland mentioned regna darnell 's ( 1970 ) article , "" second person singular pronoun english : society friends , "" western canadian journal anthropology . geert craps offerred following sources : algermissen , k . ( 1986 ) "" quaker "" buchberger , hoefer & rahner ( eds ) : lexikon fuer theologie und kirche - freiburg : herder verlag 8 , cols 912-12 . bauman , r . ( 1970 ) . "" aspects 17th c . quaker rhetoric "" quarterly journal speech , 56 : 1 / 67-74 . wales , k . m . ( 1983 ) . "" ' thou ' ' ' early modern english : brown gilman re-appraised . "" studia linguistica 37 : 2 / 107-125 . brown , r . w . gilman , . ( 1960 ) . "" pronouns power solidarity "" t . . sebeok "" s - style language ( cambridge : mit press ) . harold schiffman , amongst gems , gave : bauman , r . "" speaking light : role quaker minister "" explorations ethnography speaking , bauman sherzer , eds . sources ' ve found include : shipley , elizabeth , f . ( 1991 ) . "" farewell ' thee ' "" napoli , jo & kegl ( eds ) - bridges between psychology linguistics . shipley , elizabeth f . & thomas e . shipley , jr . ( 1969 ) . "" quaker children 's ' thee ' : relational analysis . "" journal verbal learning verbal behavior 8 : 112-117 . tibbals , kate w . ( 1926 ) . "" speech plain friends : preliminary survey "" - american speech 1 : 4 / 193-209 . being state messages , thank thee , depart , unwillingly . candace zhang
",1
"Subject: lectureship linguistics

s c h o o l o f e n g l s h n d l n g u s t c s u n v e r s t y o f d u r h m lecturer generative linguistics successful candidate must completed , process completing , doctorate , must able demonstrate strong research focus historical linguistics ( phonology syntax ) / romance linguistics via dissertation / published work area . ability teach sociolinguistics advantage . post is tenable 1 october 1992 . salary within range 12 , 860 - 17 , 827 pounds per annum lecturer grade scale , according experience . further details obtained personnel officer old shire hall university durham durham dh1 3hp united kingdom ( tel 091-374 - 3158 , fax 091-374 - 4747 ) whom applications sent later 15 1992 . = = = = = = = = = = = please quote reference a083 .
",1
"Subject: sapir - whorf bibliography

colleague mine , terry kaufman , is trying help undergraduate anthro student compile bibliography works sapir - whorf hypothesis . are particularly interested references works done 10 years . anyone send bibliographic information subject , please reply directly terry : topkat @ vms . cis . pitt . edu thanks advance . post summary later . dan everett
",1
"Subject: "" rain "" = "" falling "" + "" water "" ?

am trying collect typological evidence support etymology turkic jagmur "" rain "" analysing jag - "" fall "" + * - mur "" water "" , second element being attested manchu - tungus , korean , japanese , possibly mongolic . does anyone similar examples outside altaic ? sasha vovin avvovin @ miamiu . acs . muohio . edu
",1
"Subject: re : 5 . 1205 linguistics imperialism

is worth , remembering hearing somewhere old persian empire used employ number translators were competent both imperial language language region carry messages throughout empire . presumably , was somewhat similar british empire where imperial functionaries used receive additional payments had passed appropriate exams local languages . old family friend was district commissioner part uganda used sit court regularly overseeing cases customary law were always conducted vernacular . were languages were necessarily well-known fco , although had regular reports back london . although described himself linguist , seem work depended amount ( pre-theoretical ) linguistics . tony bex
",1
"Subject: re : 5 . 1205 linguistics imperialism

further wald grosserhode : idea is connection between linguistics imperialism was proposed norwegian linguist hans vogt ( yes , specialist kartvelian things ) leaflet published 1935 , ' maalstrid og klassekamp ' [ language debate class struggle ] . brief reference ideas article research policy ammon , dittmar mattheier eds . sociolinguists . international handbook ( berlin 1988 ) , references , explicitly opposing views ( geoffrey sampson 's , does n't refer vogt directly , though ) . hartmut haberland
",1
"Subject: linguistics imperialism

's probably true linguistics tends thrive circumstances imperialism , reason is linguistics is inherently imperialistic nature . does linguistics happen ? society literate culture comes contact peoples speaking languages , takes interest . imperialism provides one situation occur , one . bob hoberman rhoberman @ ccmail . sunysb . edu
",1
"Subject: research vs . performance activities professional labels

karl teeter 's remark linguist 5-1187 , > ambiguity is bad : > opportunities been offered present introductory > lecture linguistics answer question "" many languages > speak ? "" . , occupational hazard , linguist does often > tend become polyglot , willy-nilly . . . ambiguity > actually applies , answer , "" oh , 92 "" , eric hamp was once > reputed . reminded similar problem had back ' 70 's , before realized happier linguistics , was pursuing graduate work musicology ( anyone unsure subject , ' ll jump gun explain , semantically morphologically , ' musicology ' is ' music ' ' linguistics ' is ' language ' ) . often social gatherings , asked ' ? ' ' ' m musicolo - gist ' , next line , ' oh ? instrument play ? ' since was never particularly instrumentalist ( passable singer ) , always struck somewhat embarrassing question , gamely swing brief explanation musicology was research , performance , activity . nowadays often ' many languages speak ? ' line , is n't quite embarrassing actually am fairly polyglot , admit , karl , appreciate opportunity brief explanation . ( couple weeks ago had deal barber intelligently refused jump conclusions instead straight-out requested definition ' linguistics ' . ) best , steven dr . steven schaufele 712 west washington urbana , il 61801 217-344 - 8240 fcosws @ prairienet . org * * * * o syntagmata linguarum liberemini humanarum ! * * * * * * nihil vestris privari nisi obicibus potestis ! * * *
",1
"Subject: linguist name . . .

given current vigorous linguist vs linguistician debate , another potential title arena might terribly welcome , least , while , divert attention away existing debate seems languishing ( . e . getting nowhere ) . friend mine is medic suggested nominalized form ' linguistic ' ( ' am linguistic ' ) , based model medic / cleric . suppose ' medic ' ' cleric ' occur nominal forms account derivational gap left ' medical ' ' clerical ' . however , ' linguistical ' has been cited , perhaps shift everything across one derivation , thus allowing sentence ' linguistics enjoy linguistical questions ' . hesitate suggest ' linguisticine ' name our subject . r linn department languages linguisticine , u luton
",1
