Ngay,MaCK,GiaMoCua,GiaCaoNhat,GiaThapNhat,GiaDongCua,KhoiLuongGD,GiaTriGD,SoLuongNamGiu
2024-03-20,VNM,86000.0,87700.0,84300.0,86600.0,4759892.0,412206647200.0,50000.0
2024-06-14,VCB,87800.0,91100.0,84500.0,88800.0,9191377.0,816194277600.0,30000.0
2024-05-12,VNM,71900.0,73800.0,70100.0,71300.0,4251945.0,303163678500.0,50000.0
2024-02-10,VNM,88100.0,90200.0,86100.0,87300.0,2711545.0,236717878500.0,50000.0
2024-02-18,VCB,102600.0,105200.0,100000.0,103100.0,4683027.5,482820135250.0,30000.0
2024-10-01,SAB,153800.0,160100.0,147500.0,158900.0,3254248.0,517100007200.0,15000.0
2024-07-11,GAS,121800.0,126100.0,119800.0,123500.0,7005889.0,865227291500.0,20000.0
2024-10-23,VNM,74200.0,75600.0,72800.0,74900.0,6833035.0,511794321500.0,50000.0
2024-11-29,VHM,59800.0,61200.0,58400.0,59400.0,8834894.0,524792703600.0,40000.0
2024-11-27,VNM,70100.0,73000.0,67300.0,71500.0,607746.0,43453839000.0,50000.0
2024-02-20,MSN,95800.0,100500.0,91100.0,97100.0,5053733.0,490717474300.0,35000.0
2024-03-15,PLX,59600.0,60400.0,58800.0,59600.0,2431337.0,144907685200.0,45000.0
2024-12-15,FPT,103800.0,108200.0,99400.0,101000.0,2491920.0,251683920000.0,25000.0
2024-07-03,VHM,64700.0,67400.0,62100.0,67300.0,2807821.0,188966353300.0,40000.0
2024-03-31,MSN,86100.0,88500.0,100.0,100.0,9575710.0,957571000.0,35000.0
2024-11-21,MSN,78100.0,81700.0,74600.0,76200.0,6622918.0,504666351600.0,35000.0
2024-12-17,HPG,23100.0,23400.0,22800.0,23100.0,7574604.0,174973352400.0,100000.0
2024-05-07,VHM,60700.0,62300.0,59100.0,59600.0,4631290.0,276024884000.0,40000.0
2024-08-07,PLX,58700.0,60800.0,56700.0,60500.0,852793.0,51593976500.0,45000.0
2024-06-04,VNM,70500.0,73100.0,67900.0,68300.0,9860662.0,673483214600.0,50000.0
2024-09-06,GAS,132300.0,136900.0,127700.0,133500.0,9277003.0,1238479900500.0,20000.0
2024-12-06,VNM,72800.0,74300.0,71200.0,73800.0,8125739.0,599679538200.0,50000.0
2024-07-27,VNM,85700.0,86700.0,84600.0,85000.0,4737340.0,402673900000.0,50000.0
2024-04-28,VNM,73300.0,76800.0,69800.0,74200.0,9882436.0,733276751200.0,50000.0
2024-02-12,HPG,28200.0,29600.0,26800.0,28900.0,3500469.0,101163554100.0,100000.0
2024-03-30,GAS,121200.0,126500.0,115900.0,124400.0,7810202.0,971589128800.0,20000.0
2024-03-03,VCB,102500.0,105700.0,99200.0,105400.0,1348150.0,142095010000.0,30000.0
2024-10-16,HPG,24700.0,25800.0,23500.0,23900.0,1775458.0,42433446200.0,100000.0
2024-05-19,HPG,21800.0,22800.0,20800.0,21100.0,551025.0,11626627500.0,98532.72625698324
2024-02-02,VNM,88300.0,91600.0,75100.0,75100.0,4205320.0,315819532000.0,50000.0
2024-10-31,HPG,23000.0,23700.0,22300.0,22700.0,3515756.0,79807661200.0,100000.0
2024-02-20,VIC,50100.0,51500.0,48700.0,50500.0,7503001.0,378901550500.0,60000.0
2024-06-27,GAS,118000.0,120400.0,118000.0,119300.0,6630065.0,790966754500.0,20000.0
2024-06-18,MSN,80000.0,500000.0,80000.0,80900.0,3059420.0,247507078000.0,35000.0
2024-12-20,MSN,81200.0,84500.0,77800.0,78900.0,2940432.0,232000084800.0,35000.0
2024-03-25,VCB,96900.0,100100.0,93800.0,98100.0,1058397.0,103828745700.0,30000.0
2024-06-19,PLX,52900.0,54200.0,51500.0,53600.0,6941285.0,372052876000.0,45000.0
2024-02-16,HPG,27700.0,28000.0,27500.0,27900.0,9874216.0,275490626400.0,100000.0
2024-02-16,PLX,59500.0,70500.0,58400.0,70500.0,7011348.0,494300034000.0,45000.0
2024-04-04,SAB,147100.0,150800.0,143400.0,145200.0,974929.0,141559690800.0,15000.0
2024-02-10,PLX,59800.0,60900.0,58700.0,60300.0,3870393.0,233384697900.0,45000.0
2024-08-18,VIC,48100.0,49200.0,47100.0,48600.0,2963317.0,144017206200.0,60000.0
2024-02-08,PLX,60800.0,63600.0,57900.0,57900.0,3793593.0,219649034700.0,45000.0
2024-02-11,MSN,91900.0,94900.0,88900.0,91900.0,1235629.0,113554305100.0,35000.0
2024-02-21,VCB,104400.0,108400.0,104400.0,104800.0,8241427.0,863701549600.0,30000.0
2024-11-26,GAS,104500.0,107900.0,101000.0,107800.0,3654024.0,393903787200.0,20000.0
2024-01-05,FPT,109600.0,112800.0,106500.0,110400.0,8055860.0,889366944000.0,25000.0
2024-02-10,SAB,165700.0,169800.0,161700.0,169400.0,7117767.0,1205749729800.0,15000.0
2024-02-10,VCB,103000.0,105300.0,100600.0,102800.0,2169172.0,222990881600.0,30000.0
2024-03-02,VNM,87400.0,91000.0,83800.0,88600.0,3491132.0,309314295200.0,50000.0
2024-11-29,FPT,101700.0,104000.0,99300.0,102100.0,8128710.0,829941291000.0,25000.0
2024-07-15,VNM,83700.0,85000.0,82400.0,84500.0,3727025.0,314933612500.0,50000.0
2024-07-16,VIC,46000.0,47600.0,44400.0,45200.0,3602120.0,162815824000.0,60000.0
2024-09-05,VIC,49900.0,52400.0,47400.0,49000.0,6430544.0,315096656000.0,60000.0
2024-12-01,FPT,100200.0,103200.0,97100.0,98000.0,785283.0,76957734000.0,25000.0
2024-02-17,FPT,120900.0,125900.0,116000.0,119100.0,7753609.0,923454831900.0,25000.0
2024-10-31,FPT,100500.0,105100.0,95800.0,102300.0,4989273.0,510402627900.0,25000.0
2024-06-07,VHM,59500.0,61400.0,57500.0,60600.0,8128151.0,492565950600.0,40000.0
2024-12-05,VIC,41600.0,42600.0,40500.0,42100.0,2392167.0,100710230700.0,60000.0
2024-05-01,PLX,51800.0,52700.0,51000.0,51400.0,1754525.0,90182585000.0,45000.0
2024-08-16,SAB,161900.0,166200.0,157600.0,162200.0,7744869.0,1256217751800.0,15000.0
2024-07-19,GAS,123800.0,125200.0,122300.0,125100.0,7082839.0,886063158900.0,20000.0
2024-05-26,VHM,59100.0,61200.0,56900.0,57900.0,8622870.0,499264173000.0,40000.0
2024-06-22,GAS,116400.0,120100.0,112700.0,118600.0,5093601.0,604101078600.0,20000.0
2024-10-25,FPT,104600.0,108600.0,104600.0,107300.0,6453815.0,692494349500.0,25000.0
2024-07-24,MSN,89400.0,93200.0,85600.0,90200.0,1553141.0,140093318200.0,35000.0
2024-02-26,MSN,93800.0,97300.0,90300.0,95700.0,5864784.0,561259828800.0,35000.0
2024-07-25,VIC,48500.0,49000.0,47900.0,48500.0,5615175.0,272335987500.0,60000.0
2024-02-07,SAB,164900.0,172100.0,157800.0,166800.0,7363829.0,1228286677200.0,15000.0
2024-08-31,VCB,103600.0,108300.0,98900.0,102500.0,1635259.0,167614047500.0,30000.0
2024-10-21,MSN,83600.0,85100.0,82200.0,83900.0,3610737.0,302940834300.0,35000.0
2024-11-15,PLX,49800.0,50700.0,48900.0,49100.0,7512090.0,368843619000.0,45000.0
2024-07-18,GAS,126900.0,128900.0,124800.0,127300.0,7713344.0,981908691200.0,20000.0
2024-12-28,PLX,51100.0,53200.0,49000.0,50500.0,6019194.0,303969297000.0,45000.0
2024-08-04,FPT,117800.0,122400.0,113100.0,119000.0,8264970.0,983531430000.0,25000.0
2024-02-18,VNM,90000.0,91100.0,88800.0,89100.0,4168603.0,371422527300.0,50000.0
2024-08-04,VCB,104600.0,106400.0,103400.0,103400.0,1970725.0,203772965000.0,30000.0
2024-10-31,MSN,79900.0,85800.0,79900.0,80900.0,6590423.0,533165220700.0,35000.0
2024-11-02,VIC,42900.0,44600.0,41200.0,42300.0,5958255.0,252034186500.0,60000.0
2024-07-25,MSN,88400.0,91600.0,85100.0,87400.0,1459090.0,127524466000.0,35000.0
2024-09-28,VCB,100900.0,103300.0,98500.0,99300.0,4115744.0,408693379200.0,30000.0
2024-08-16,MSN,85800.0,95200.0,85800.0,91900.0,976263.0,89718569700.0,35000.0
2024-08-05,VIC,49700.0,51800.0,47500.0,50300.0,8468392.0,425960117600.0,60000.0
2024-10-13,FPT,108100.0,110900.0,105300.0,106000.0,6292054.0,666957724000.0,25000.0
2024-11-03,FPT,99900.0,101900.0,97900.0,98400.0,2067819.0,203473389600.0,25000.0
2024-05-26,HPG,22700.0,23700.0,21600.0,23000.0,2945595.0,67748685000.0,100000.0
2024-12-27,GAS,116600.0,119200.0,114000.0,118000.0,4118498.0,485982764000.0,20000.0
2024-09-19,VNM,84600.0,85800.0,83300.0,83500.0,6435797.0,537389049500.0,50000.0
2024-02-27,VHM,70600.0,74000.0,100.0,100.0,4154922.0,415492200.0,40000.0
2024-02-27,VNM,86700.0,88800.0,84600.0,86000.0,7176973.0,617219678000.0,50000.0
2024-03-25,MSN,85600.0,89500.0,81700.0,84400.0,4080186.0,344367698400.0,35000.0
2024-04-26,MSN,80700.0,84500.0,100.0,100.0,2210244.0,221024400.0,35000.0
2024-08-17,GAS,134900.0,138400.0,131500.0,136900.0,1187326.0,162544929400.0,20000.0
2024-03-18,FPT,115200.0,118700.0,111800.0,112200.0,5394441.0,605256280200.0,25000.0
2024-09-22,VIC,47400.0,49000.0,45900.0,47300.0,6853982.0,324193348600.0,60000.0
2024-06-28,SAB,149500.0,156400.0,142600.0,147000.0,2107470.0,309798090000.0,15000.0
2024-04-29,VIC,41000.0,45100.0,39000.0,42200.0,6953829.0,293451583800.0,60000.0
2024-03-22,VIC,48000.0,48800.0,47300.0,47900.0,6037917.0,289216224300.0,60000.0
2024-03-25,HPG,25600.0,26000.0,25300.0,25500.0,8639092.0,220296846000.0,100000.0
2024-01-06,SAB,148000.0,151800.0,144200.0,145700.0,8664494.0,1262416775800.0,15000.0
2024-05-03,VIC,40200.0,41800.0,38600.0,41000.0,9532655.0,390838855000.0,60000.0
2024-11-11,VNM,72700.0,75700.0,69700.0,74700.0,2758497.0,206059725900.0,50000.0
2024-08-17,HPG,27200.0,27500.0,26900.0,27300.0,8545466.0,233291221800.0,100000.0
2024-03-06,SAB,159700.0,161700.0,157700.0,160500.0,3425392.0,549775416000.0,15000.0
2024-08-16,VNM,89900.0,93300.0,86500.0,87300.0,9922770.0,866257821000.0,50000.0
2024-03-14,FPT,117600.0,119500.0,115600.0,119300.0,9398490.0,1121239857000.0,25000.0
2024-04-19,MSN,79200.0,82600.0,75800.0,76500.0,6479149.0,495654898500.0,35000.0
2024-01-27,PLX,60000.0,62900.0,57000.0,62200.0,8207356.0,510497543200.0,45000.0
2024-11-27,GAS,111300.0,114200.0,108500.0,112100.0,9903489.0,1110181116900.0,20000.0
2024-09-27,SAB,156300.0,159400.0,153100.0,155900.0,2767660.0,431478194000.0,15000.0
2024-01-07,MSN,87300.0,90300.0,84400.0,86400.0,2042142.0,176441068800.0,35000.0
2024-08-11,HPG,28000.0,28800.0,27200.0,27700.0,7690098.0,213015714600.0,100000.0
2024-07-05,VCB,95600.0,97900.0,93200.0,94700.0,9406500.0,890795550000.0,30000.0
2024-01-12,SAB,151500.0,157800.0,145300.0,156700.0,6582912.0,1031542310400.0,15000.0
2024-02-16,GAS,130000.0,134100.0,125900.0,130300.0,6590126.0,858693417800.0,20000.0
2024-11-24,VNM,71700.0,73900.0,69600.0,69800.0,9908321.0,691600805800.0,50000.0
2024-10-24,PLX,52800.0,54700.0,50900.0,51800.0,628349.0,32548478200.0,45000.0
2024-03-26,VNM,83000.0,84400.0,81700.0,81800.0,5562806.0,455037530800.0,50000.0
2024-11-04,HPG,23400.0,23700.0,23000.0,23400.0,6028839.0,141074832600.0,100000.0
2024-11-04,VNM,88300.0,91700.0,80700.0,80700.0,3615282.0,291753257400.0,50000.0
2024-07-30,FPT,120200.0,121700.0,118700.0,121200.0,2921308.0,354062529600.0,25000.0
2024-01-02,SAB,149700.0,155400.0,143900.0,144900.0,2464204.0,357063159600.0,15000.0
2024-01-01,PLX,54000.0,55100.0,52800.0,54300.0,1518430.0,82450749000.0,45000.0
2024-08-22,SAB,161400.0,167900.0,154800.0,163900.0,6883968.0,1128282355200.0,15000.0
2024-07-30,VCB,101700.0,105100.0,98400.0,101800.0,5365476.0,546205456800.0,30000.0
2024-12-02,HPG,23100.0,23900.0,22300.0,23400.0,3391935.0,79371279000.0,100000.0
2024-11-07,MSN,76300.0,78000.0,74500.0,75800.0,9110390.0,690567562000.0,35000.0
2024-12-04,VCB,85900.0,89700.0,82100.0,88600.0,7287391.0,645662842600.0,30000.0
2024-01-21,VNM,85100.0,87300.0,82900.0,86900.0,2249523.0,195483548700.0,50000.0
2024-08-02,VCB,102400.0,106300.0,98400.0,102300.0,589365.0,60292039500.0,30000.0
2024-10-15,FPT,110600.0,113000.0,108300.0,110400.0,6123412.0,676024684800.0,25000.0
2024-01-30,VIC,47900.0,49100.0,46700.0,49000.0,8701170.0,426357330000.0,60000.0
2024-11-12,MSN,78000.0,81800.0,74200.0,75300.0,1278627.0,96280613100.0,35000.0
2024-02-05,HPG,27800.0,28700.0,26900.0,28000.0,9926705.0,277947740000.0,100000.0
2024-05-17,VCB,86200.0,90300.0,82200.0,90100.0,738978.0,66581917800.0,30000.0
2024-01-02,HPG,24400.0,25300.0,23500.0,24200.0,8706731.0,210702890200.0,100000.0
2024-05-04,HPG,22200.0,22900.0,21500.0,21700.0,9785477.0,212344850900.0,100000.0
2024-12-06,GAS,110000.0,115400.0,104500.0,112700.0,8511814.0,959281437800.0,20000.0
2024-07-01,VHM,63300.0,64600.0,62000.0,64300.0,5837603.0,375357872900.0,40000.0
2024-02-09,VCB,105100.0,106300.0,103300.0,106300.0,7465406.0,793572657800.0,30000.0
2024-10-06,HPG,25400.0,25700.0,25100.0,25600.0,910052.0,23297331200.0,100000.0
2024-09-04,VCB,101300.0,103500.0,99100.0,103200.0,7424927.0,766252466400.0,30000.0
2024-08-05,PLX,59900.0,62400.0,57300.0,59300.0,9835090.0,583220837000.0,45000.0
2024-04-13,VCB,94700.0,97000.0,92500.0,92900.0,2478407.0,230244010300.0,30000.0
2024-03-21,SAB,159000.0,166700.0,151200.0,158100.0,3789552.0,599128171200.0,15000.0
2024-01-23,VNM,87600.0,89800.0,85500.0,88300.0,6097163.0,538379492900.0,49832.12464589235
2024-11-04,MSN,77500.0,80600.0,74400.0,78200.0,9853990.0,770582018000.0,35000.0
2024-10-02,FPT,115600.0,120600.0,110600.0,119100.0,6894638.0,821151385800.0,25000.0
2024-02-09,PLX,61900.0,64300.0,59500.0,60200.0,1449258.0,87245331600.0,45000.0
2024-04-12,HPG,23700.0,24300.0,23100.0,24200.0,2026193.0,49033870600.0,100000.0
2024-11-26,SAB,131100.0,135000.0,127200.0,132300.0,5443563.0,720183384900.0,15000.0
2024-10-25,GAS,115100.0,118500.0,111800.0,117700.0,9578868.0,1127432763600.0,20000.0
2024-02-13,SAB,163800.0,166000.0,161600.0,163200.0,9039672.0,1475274470400.0,15000.0
2024-01-19,FPT,115100.0,119500.0,110800.0,117600.0,3736890.0,439458264000.0,25000.0
2024-07-20,FPT,116900.0,118700.0,115100.0,117300.0,1140796.0,133815370800.0,25000.0
2024-09-09,VNM,86400.0,88300.0,84500.0,85700.0,5951907.0,510078429900.0,50000.0
2024-10-01,MSN,87500.0,90300.0,84700.0,90000.0,7647038.0,688233420000.0,35000.0
2024-04-11,GAS,114300.0,119700.0,109000.0,118500.0,8531171.0,1010943763500.0,20000.0
2024-04-20,SAB,138000.0,142600.0,133500.0,137200.0,3262988.0,447681953600.0,15000.0
2024-11-18,VNM,70200.0,73500.0,67000.0,70600.0,8127623.0,573810183800.0,50000.0
2024-08-27,SAB,168500.0,175500.0,161500.0,162500.0,6929132.0,1125983950000.0,15000.0
2024-10-17,FPT,104700.0,106700.0,102600.0,103600.0,4119628.0,426793460800.0,25000.0
2024-08-09,VNM,86700.0,90400.0,83000.0,84500.0,3553607.0,300279791500.0,50000.0
2024-02-11,VIC,49600.0,51700.0,47500.0,51500.0,1136306.0,58519759000.0,60000.0
2024-07-08,GAS,122500.0,125300.0,119700.0,119800.0,4853642.0,581466311600.0,20000.0
2024-07-02,PLX,55300.0,56100.0,52600.0,53900.0,5850818.0,315359090200.0,45000.0
2024-12-26,MSN,80300.0,82600.0,78100.0,78300.0,3357465.0,262889509500.0,35000.0
2024-01-04,PLX,55100.0,57800.0,52400.0,53900.0,7761554.0,418347760600.0,45000.0
2024-04-05,VNM,79400.0,82000.0,76800.0,79300.0,3886150.0,308171695000.0,50000.0
2024-12-10,GAS,106000.0,110200.0,101900.0,109000.0,9875713.0,1076452717000.0,20000.0
2024-02-16,SAB,167100.0,167100.0,165400.0,165700.0,3002220.0,497467854000.0,15000.0
2024-01-10,VHM,67900.0,69500.0,66400.0,68700.0,9775903.0,671604536100.0,0.0
2024-04-08,PLX,55000.0,56300.0,53800.0,54800.0,8586307.0,470529623600.0,45000.0
2024-05-06,GAS,110000.0,112000.0,108100.0,111000.0,6542365.0,726202515000.0,20000.0
2024-01-31,VIC,48600.0,50300.0,46800.0,49500.0,4010347.0,198512176500.0,60000.0
2024-11-04,VHM,60600.0,62300.0,58900.0,61700.0,6614003.0,408083985100.0,40000.0
